prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
dreme.xml	DAAATA	DREME	meme.xml	9	MEME	0	0	.	.	.	8.30e-52	6	1	35	181	2.00e-58	1.80e-57
dreme.xml	DAAATA	DREME	meme.xml	9	MEME	0	0	.	.	.	8.30e-52	6	4	35	181	5.13e-48	4.62e-47
dreme.xml	DAAATA	DREME	meme.xml	9	MEME	0	0	.	.	.	8.30e-52	6	6	35	181	5.13e-48	4.62e-47
dreme.xml	DAAATA	DREME	meme.xml	9	MEME	0	0	.	.	.	8.30e-52	6	8	35	181	9.83e-38	8.85e-37
dreme.xml	DAAATA	DREME	meme.xml	9	MEME	0	0	.	.	.	8.30e-52	4	1	6	181	2.72e-07	2.45e-06
dreme.xml	DAAATA	DREME	meme.xml	9	MEME	0	0	.	.	.	8.30e-52	7	1	6	181	2.72e-07	2.45e-06
dreme.xml	DAAATA	DREME	meme.xml	9	MEME	0	0	.	.	.	8.30e-52	94	3	6	181	2.72e-07	2.45e-06
dreme.xml	DAAATA	DREME	meme.xml	9	MEME	0	0	.	.	.	8.30e-52	94	5	7	181	1.30e-06	1.17e-05
dreme.xml	DAAATA	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	9	MEME	2.03e-37	12	0	35	476	4.56e-44	4.11e-43
dreme.xml	DAAATA	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	9	MEME	2.03e-37	12	4	36	476	3.24e-35	2.91e-34
dreme.xml	DAAATA	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	9	MEME	2.03e-37	12	5	35	476	6.91e-34	6.21e-33
dreme.xml	DAAATA	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	9	MEME	2.03e-37	12	8	36	476	4.31e-25	3.88e-24
dreme.xml	DAAATA	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	9	MEME	2.03e-37	13	0	11	476	3.82e-10	3.44e-09
dreme.xml	DAAATA	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	9	MEME	2.03e-37	10	0	9	476	5.37e-08	4.84e-07
dreme.xml	DAAATA	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	9	MEME	2.03e-37	13	4	11	476	3.49e-07	3.14e-06
