prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	3.89e-20	51	0	17	126	9.45e-27	8.51e-26
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	3.89e-20	51	4	18	126	2.51e-23	2.26e-22
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	3.89e-20	51	5	17	126	1.00e-21	9.01e-21
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	3.89e-20	51	8	18	126	4.31e-18	3.88e-17
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	3.89e-20	48	5	8	126	7.69e-09	6.92e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	3.89e-20	48	3	6	126	3.44e-08	3.10e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	3.89e-20	48	8	8	126	1.28e-06	1.15e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	3.89e-20	48	7	6	126	1.78e-06	1.60e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	1.01e-06	77	1	13	401	2.28e-13	2.05e-12
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	1.01e-06	77	6	14	401	9.90e-11	8.91e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	1.01e-06	77	4	13	401	9.40e-10	8.46e-09
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	1.01e-06	77	8	15	401	8.04e-08	7.24e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	NKX21_HUMAN.H11MO.0.A	.	1	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	5.59e-02	67	0	24	3722	1.15e-08	1.03e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	NKX21_HUMAN.H11MO.0.A	.	1	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	5.59e-02	67	5	33	3722	2.59e-07	2.33e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	NKX21_HUMAN.H11MO.0.A	.	1	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	5.59e-02	67	4	31	3722	1.69e-06	1.52e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	RFX5_HUMAN.H11MO.0.A	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	PAX5_HUMAN.H11MO.0.A	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	6.94e-02	75	1	17	1790	1.57e-08	1.41e-07
