prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	4	3	45	232	2.81e-74	2.52e-73
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	4	5	45	232	6.76e-61	6.08e-60
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	4	7	45	232	6.76e-61	6.08e-60
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	4	8	46	232	3.76e-49	3.39e-48
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	39	3	17	232	4.19e-22	3.77e-21
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	39	7	18	232	1.78e-18	1.61e-17
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	7	3	14	232	1.90e-17	1.71e-16
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	39	5	17	232	3.61e-17	3.25e-16
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	7	7	15	232	1.23e-14	1.10e-13
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	36	3	12	232	1.68e-14	1.51e-13
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	39	8	18	232	2.02e-13	1.82e-12
HOCOMOCOv11_core_HUMAN_mono_meme_format	TAF1_HUMAN.H11MO.0.A	.	meme.xml	3	MEME	0	0	.	.	.	1.15e-67	7	5	14	232	2.04e-13	1.84e-12
