prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	LEF1_HUMAN.H11MO.0.A	.	1	1	.	.	.	3.49e-05	0	1	31	4083	7.37e-12	6.64e-11
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	LEF1_HUMAN.H11MO.0.A	.	1	1	.	.	.	3.49e-05	1	1	22	4083	1.02e-06	9.17e-06
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	LEF1_HUMAN.H11MO.0.A	.	1	1	.	.	.	3.49e-05	0	4	34	4083	1.21e-06	1.09e-05
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	PRDM6_HUMAN.H11MO.0.C	.	1	2	HOCOMOCOv11_core_HUMAN_mono_meme_format	LEF1_HUMAN.H11MO.0.A	.	2.67e+00	0	0	21	3680	5.59e-07	5.03e-06
dreme.xml	AGGAARY	DREME	dreme.xml	AGAKGGCR	DREME	0	0	.	.	.	2.32e-01	0	2	6	157	4.78e-08	4.30e-07
dreme.xml	AGGAARY	DREME	dreme.xml	AGAKGGCR	DREME	0	0	.	.	.	2.32e-01	0	7	7	157	1.83e-07	1.65e-06
dreme.xml	AGGAARY	DREME	dreme.xml	AGAKGGCR	DREME	0	0	.	.	.	2.32e-01	0	6	6	157	2.44e-06	2.20e-05
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN768_HUMAN.H11MO.0.C	.	0	1	.	.	.	3.35e-01	1	2	8	366	7.46e-08	6.71e-07
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	STAT2_HUMAN.H11MO.0.A	.	1	1	.	.	.	3.73e-01	62	0	17	2082	8.19e-08	7.37e-07
dreme.xml	AGGAARY	DREME	dreme.xml	VGGAAR	DREME	0	0	.	.	.	4.19e-01	0	0	20	3063	8.50e-08	7.65e-07
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	MEF2B_HUMAN.H11MO.0.A	.	2	0	.	.	.	6.97e-01	133	6	26	2400	1.47e-07	1.33e-06
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	RUNX2_HUMAN.H11MO.0.A	.	1	2	.	.	.	9.20e-01	2	8	38	2234	1.93e-07	1.74e-06
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	RUNX2_HUMAN.H11MO.0.A	.	1	2	.	.	.	9.20e-01	2	7	23	2234	1.16e-06	1.04e-05
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ETS2_HUMAN.H11MO.0.B	.	3	0	.	.	.	9.20e-01	79	0	25	4622	1.92e-07	1.73e-06
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	PRRX2_HUMAN.H11MO.0.C	.	1	0	.	.	.	1.27e+00	23	0	8	475	2.58e-07	2.32e-06
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	RORG_HUMAN.H11MO.0.C	.	2	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	PRRX2_HUMAN.H11MO.0.C	.	7.62e+00	15	1	12	1434	1.60e-06	1.44e-05
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	RORG_HUMAN.H11MO.0.C	.	2	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	PRRX2_HUMAN.H11MO.0.C	.	7.62e+00	15	6	17	1434	2.59e-06	2.33e-05
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ETV4_HUMAN.H11MO.0.B	.	2	2	.	.	.	1.55e+00	0	0	17	2478	3.18e-07	2.86e-06
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZBT17_HUMAN.H11MO.0.A	.	2	0	.	.	.	2.89e+00	80	2	25	4713	6.36e-07	5.72e-06
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	AP2A_HUMAN.H11MO.0.A	.	1	1	.	.	.	3.39e+00	36	3	13	1522	7.24e-07	6.52e-06
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA3_HUMAN.H11MO.0.A	.	2	1	.	.	.	4.57e+00	0	0	18	2965	9.45e-07	8.51e-06
dreme.xml	AGGAARY	DREME	meme.xml	5	MEME	0	0	.	.	.	4.77e+00	5	1	4	64	1.17e-06	1.05e-05
dreme.xml	AGGAARY	DREME	HOCOMOCOv11_core_HUMAN_mono_meme_format	SOX2_HUMAN.H11MO.0.A	.	1	2	.	.	.	6.35e+00	0	1	18	3001	1.33e-06	1.20e-05
