chr1	68841	69341	OR4F5
chr1	139129	139629	AL627309.1
chr1	367390	367890	OR4F29
chr1	621803	622303	OR4F16
chr1	738887	739387	AL669831.1
chr1	817793	818293	AL645608.2
chr1	860010	860510	SAMD11
chr1	866195	866695	AL645608.1
chr1	894439	894939	NOC2L
chr1	895717	896217	KLHL17
chr1	901627	902127	PLEKHN1
chr1	917247	917747	C1orf170
chr1	935302	935802	HES4
chr1	948553	949053	ISG15
chr1	955253	955753	AGRN
chr1	1009437	1009937	RNF223
chr1	1051491	1051991	C1orf159
chr1	1109014	1109514	TTLL10
chr1	1141821	1142321	TNFRSF18
chr1	1149268	1149768	TNFRSF4
chr1	1167161	1167661	SDF4
chr1	1167379	1167879	B3GALT6
chr1	1181852	1182352	FAM132A
chr1	1209015	1209515	UBE2J2
chr1	1215566	1216066	SCNN1D
chr1	1243697	1244197	PUSL1
chr1	1244739	1245239	ACAP3
chr1	1259821	1260321	CPSF3L
chr1	1259886	1260386	GLTPD1
chr1	1266444	1266944	TAS1R3
chr1	1284480	1284980	DVL1
chr1	1296907	1297407	MXRA8
chr1	1310625	1311125	AURKAIP1
chr1	1334458	1334958	CCNL2
chr1	1334652	1335152	RP4-758J18.2
chr1	1342443	1342943	MRPL20
chr1	1356899	1357399	ANKRD65
chr1	1361258	1361758	TMEM88B
chr1	1369991	1370491	VWA1
chr1	1384819	1385319	ATAD3C
chr1	1406893	1407393	ATAD3B
chr1	1447281	1447781	ATAD3A
chr1	1475583	1476083	TMEM240
chr1	1509999	1510499	SSU72
chr1	1510105	1510605	AL645728.1
chr1	1535226	1535726	C1orf233
chr1	1550545	1551045	MIB2
chr1	1567224	1567724	MMP23B
chr1	1590223	1590723	CDK11B
chr1	1623917	1624417	SLC35E2B
chr1	1655516	1656016	CDK11A
chr1	1677181	1677681	SLC35E2
chr1	1711646	1712146	NADK
chr1	1822245	1822745	GNB1
chr1	1846016	1846516	CALML6
chr1	1850462	1850962	TMEM52
chr1	1935026	1935526	C1orf222
chr1	1950530	1951030	GABRD
chr1	1981659	1982159	PRKCZ
chr1	2120987	2121487	AL590822.2
chr1	2143909	2144409	C1orf86
chr1	2145370	2145870	AL590822.1
chr1	2159884	2160384	SKI
chr1	2258331	2258831	AL589739.1
chr1	2322896	2323396	MORN1
chr1	2323017	2323517	RER1
chr1	2344986	2345486	PEX10
chr1	2357169	2357669	PLCH2
chr1	2457789	2458289	PANK4
chr1	2461434	2461934	HES5
chr1	2486828	2487328	TNFRSF14
chr1	2517680	2518180	FAM213B
chr1	2564231	2564731	MMEL1
chr1	2718036	2718536	TTC34
chr1	2937796	2938296	ACTRT2
chr1	2985482	2985982	PRDM16
chr1	3370740	3371240	ARHGEF16
chr1	3527809	3528309	MEGF6
chr1	3541316	3541816	TPRG1L
chr1	3568834	3569334	TP73
chr1	3569075	3569575	WRAP73
chr1	3668712	3669212	CCDC27
chr1	3689102	3689602	SMIM1
chr1	3712818	3713318	LRRC47
chr1	3773528	3774028	CEP104
chr1	3773595	3774095	DFFB
chr1	3816607	3817107	C1orf174
chr1	4714542	4715042	AJAP1
chr1	6051276	6051776	KCNAB2
chr1	6052283	6052783	NPHP4
chr1	6101149	6101649	AL035406.1
chr1	6239933	6240433	CHD5
chr1	6265285	6265785	RNF207
chr1	6269199	6269699	RPL22
chr1	6295782	6296282	ICMT
chr1	6304002	6304502	HES3
chr1	6320785	6321285	GPR153
chr1	6454201	6454701	ACOT7
chr1	6484480	6484980	HES2
chr1	6484598	6485098	ESPN
chr1	6526005	6526505	TNFRSF25
chr1	6579871	6580371	PLEKHG5
chr1	6614345	6614845	NOL9
chr1	6614991	6615491	TAS1R1
chr1	6639811	6640311	ZBTB48
chr1	6673495	6673995	PHF13
chr1	6674417	6674917	KLHL21
chr1	6684676	6685176	THAP3
chr1	6761734	6762234	DNAJC11
chr1	6845134	6845634	CAMTA1
chr1	7831079	7831579	VAMP3
chr1	7844130	7844630	PER3
chr1	7913322	7913822	UTS2
chr1	8000676	8001176	TNFRSF9
chr1	8014101	8014601	PARK7
chr1	8086118	8086618	ERRFI1
chr1	8377636	8378136	SLC45A1
chr1	8877452	8877952	RERE
chr1	8939058	8939558	ENO1
chr1	9005676	9006176	CA6
chr1	9086154	9086654	SLC2A7
chr1	9148287	9148787	SLC2A5
chr1	9188979	9189479	GPR157
chr1	9294584	9295084	H6PD
chr1	9352689	9353189	SPSB1
chr1	9599291	9599791	SLC25A33
chr1	9648682	9649182	TMEM201
chr1	9711540	9712040	PIK3CD
chr1	9714394	9714894	C1orf200
chr1	9884334	9884834	CLSTN1
chr1	9970144	9970644	CTNNBIP1
chr1	10003215	10003715	LZIC
chr1	10003236	10003736	NMNAT1
chr1	10057014	10057514	RBP7
chr1	10092640	10093140	UBE4B
chr1	10270613	10271113	KIF1B
chr1	10458399	10458899	PGD
chr1	10489909	10490409	APITD1
chr1	10489909	10490409	APITD1-CORT
chr1	10509526	10510026	CORT
chr1	10532095	10532595	PEX14
chr1	10532333	10532833	DFFA
chr1	10856457	10856957	CASZ1
chr1	11041844	11042344	C1orf127
chr1	11072164	11072664	TARDBP
chr1	11107040	11107540	MASP2
chr1	11119831	11120331	SRM
chr1	11159688	11160188	EXOSC10
chr1	11249148	11249648	ANGPTL7
chr1	11322314	11322814	MTOR
chr1	11333013	11333513	UBIAD1
chr1	11538973	11539473	PTCHD2
chr1	11714182	11714682	FBXO44
chr1	11715592	11716092	FBXO2
chr1	11723931	11724431	FBXO6
chr1	11751457	11751957	MAD2L2
chr1	11751536	11752036	DRAXIN
chr1	11795891	11796391	AGTRAP
chr1	11821594	11822094	C1orf167
chr1	11865957	11866457	CLCN6
chr1	11866727	11867227	MTHFR
chr1	11908152	11908652	NPPA
chr1	11918738	11919238	NPPB
chr1	11986235	11986735	KIAA2013
chr1	11994012	11994512	PLOD1
chr1	12039988	12040488	MFN2
chr1	12079273	12079773	MIIP
chr1	12123184	12123684	TNFRSF8
chr1	12226810	12227310	TNFRSF1B
chr1	12289874	12290374	VPS13D
chr1	12677487	12677987	DHRS3
chr1	12704316	12704816	AADACL4
chr1	12775868	12776368	AADACL3
chr1	12805913	12806413	C1orf158
chr1	12834734	12835234	PRAMEF12
chr1	12851296	12851796	PRAMEF1
chr1	12891014	12891514	PRAMEF11
chr1	12908328	12908828	HNRNPCL1
chr1	12916691	12917191	PRAMEF2
chr1	12945775	12946275	PRAMEF4
