prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	6	MEME	0	0	.	.	.	4.32e-17	0	0	13	62	1.05e-23	9.46e-23
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	6	MEME	0	0	.	.	.	4.32e-17	0	4	13	62	7.83e-20	7.05e-19
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	6	MEME	0	0	.	.	.	4.32e-17	0	5	13	62	7.83e-20	7.05e-19
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	6	MEME	0	0	.	.	.	4.32e-17	0	8	13	62	5.31e-16	4.78e-15
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	6	MEME	0	0	.	.	.	4.32e-17	32	0	5	62	2.45e-08	2.21e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	6	MEME	0	0	.	.	.	4.32e-17	32	4	5	62	7.12e-07	6.41e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	6	MEME	0	0	.	.	.	4.32e-17	32	5	5	62	7.12e-07	6.41e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN274_HUMAN.H11MO.0.A	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	6	MEME	2.21e+00	21	0	8	470	4.98e-07	4.48e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	4.93e-12	30	1	12	108	1.17e-18	1.05e-17
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	4.93e-12	30	4	12	108	4.00e-15	3.60e-14
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	4.93e-12	30	6	12	108	4.00e-15	3.60e-14
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	4.93e-12	30	8	12	108	1.15e-11	1.03e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	4	MEME	4.77e-05	38	1	10	251	1.07e-11	9.62e-11
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	4	MEME	4.77e-05	38	4	10	251	7.22e-09	6.50e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	4	MEME	4.77e-05	38	6	10	251	7.22e-09	6.50e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	4	MEME	4.77e-05	38	8	11	251	5.34e-07	4.80e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	PAX5_HUMAN.H11MO.0.A	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	4	MEME	4.04e-04	36	1	16	1087	9.14e-11	8.23e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	PAX5_HUMAN.H11MO.0.A	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	4	MEME	4.04e-04	36	4	18	1087	4.75e-08	4.27e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	PAX5_HUMAN.H11MO.0.A	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	4	MEME	4.04e-04	36	6	17	1087	2.10e-07	1.89e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	1.23e-10	34	2	10	66	2.99e-17	2.69e-16
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	1.23e-10	34	6	10	66	2.76e-14	2.48e-13
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	1.23e-10	34	7	10	66	2.76e-14	2.48e-13
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	1.23e-10	2	2	8	66	1.91e-13	1.71e-12
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	1.23e-10	34	8	10	66	2.29e-11	2.06e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	1.23e-10	2	6	8	66	4.38e-11	3.95e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	1.23e-10	2	7	8	66	4.38e-11	3.95e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	1.23e-10	2	8	8	66	9.07e-09	8.16e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZSC22_HUMAN.H11MO.0.C	.	1	0	.	.	.	1.89e-02	10	3	20	2364	4.09e-09	3.68e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZSC22_HUMAN.H11MO.0.C	.	1	0	.	.	.	1.89e-02	10	5	24	2364	1.50e-06	1.35e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZSC22_HUMAN.H11MO.0.C	.	1	0	.	.	.	1.89e-02	10	7	23	2364	4.26e-06	3.83e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	9	MEME	0	0	.	.	.	1.08e-01	5	7	8	157	2.44e-08	2.20e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	9	MEME	0	0	.	.	.	1.08e-01	5	2	5	157	1.71e-06	1.54e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	meme.xml	9	MEME	0	0	.	.	.	1.08e-01	5	8	8	157	3.77e-06	3.39e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN770_HUMAN.H11MO.0.C	.	0	1	.	.	.	2.20e-01	8	3	19	2410	4.98e-08	4.48e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN770_HUMAN.H11MO.0.C	.	0	1	.	.	.	2.20e-01	70	4	25	2410	1.48e-06	1.33e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN770_HUMAN.H11MO.0.C	.	0	1	.	.	.	2.20e-01	70	1	16	2410	3.11e-06	2.80e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	TFE3_HUMAN.H11MO.0.B	.	0	0	.	.	.	2.45e-01	1	3	9	509	5.11e-08	4.60e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	TFE3_HUMAN.H11MO.0.B	.	0	0	.	.	.	2.45e-01	77	3	8	509	5.23e-07	4.70e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	TFE3_HUMAN.H11MO.0.B	.	0	0	.	.	.	2.45e-01	77	7	10	509	2.08e-06	1.87e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	AHR_HUMAN.H11MO.0.B	.	1	1	.	.	.	3.04e-01	50	5	14	743	6.20e-08	5.58e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	SMAD2_HUMAN.H11MO.0.A	.	0	0	.	.	.	6.24e-01	10	8	42	2534	1.32e-07	1.19e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	SMAD4_HUMAN.H11MO.0.B	.	1	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	SMAD2_HUMAN.H11MO.0.A	.	3.37e+00	10	8	29	1564	7.15e-07	6.44e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	MEF2B_HUMAN.H11MO.0.A	.	2	0	.	.	.	8.54e-01	65	2	14	1568	1.81e-07	1.63e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	MEF2B_HUMAN.H11MO.0.A	.	2	0	.	.	.	8.54e-01	65	7	18	1568	2.77e-06	2.49e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	E2F6_HUMAN.H11MO.0.A	.	1	2	.	.	.	1.61e+00	30	0	20	3267	3.36e-07	3.02e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	E2F6_HUMAN.H11MO.0.A	.	1	2	.	.	.	1.61e+00	30	5	30	3267	4.84e-07	4.35e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ZIC3_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	DLX3_HUMAN.H11MO.0.C	.	0	1	.	.	.	2.87e+00	66	2	8	522	5.97e-07	5.37e-06
