prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	6.79e-29	18	3	17	44	1.65e-35	1.48e-34
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	6.79e-29	18	5	17	44	2.05e-30	1.84e-29
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	6.79e-29	18	7	17	44	2.05e-30	1.84e-29
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	6.79e-29	18	8	17	44	2.42e-25	2.17e-24
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	6.79e-29	17	3	5	44	4.25e-09	3.82e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	6.79e-29	17	5	5	44	1.27e-07	1.14e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	6.79e-29	17	7	5	44	1.27e-07	1.14e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	6.79e-29	17	8	5	44	3.56e-06	3.20e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	3.29e-06	44	2	11	263	7.38e-13	6.64e-12
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	3.29e-06	95	4	12	263	7.78e-11	7.00e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	MECP2_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN121_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	3	MEME	3.29e-06	95	0	9	263	3.49e-10	3.14e-09
