prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	1.06e-11	14	3	11	79	2.59e-18	2.33e-17
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	1.06e-11	14	5	11	79	4.65e-15	4.19e-14
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	1.06e-11	14	7	11	79	4.65e-15	4.19e-14
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	1.06e-11	14	8	11	79	7.36e-12	6.63e-11
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	1.06e-11	83	3	7	79	4.54e-11	4.09e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	1.06e-11	83	5	7	79	5.11e-09	4.60e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	1.06e-11	83	7	7	79	5.11e-09	4.60e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	3	MEME	0	0	.	.	.	1.06e-11	83	8	7	79	5.04e-07	4.54e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	4	MEME	0	0	.	.	.	7.41e-07	37	0	8	66	1.79e-13	1.61e-12
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	4	MEME	0	0	.	.	.	7.41e-07	37	4	8	66	4.11e-11	3.70e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	4	MEME	0	0	.	.	.	7.41e-07	37	5	8	66	4.11e-11	3.70e-10
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	4	MEME	0	0	.	.	.	7.41e-07	37	8	8	66	8.52e-09	7.67e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	4	MEME	0	0	.	.	.	7.41e-07	103	0	5	66	3.23e-08	2.91e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	4	MEME	0	0	.	.	.	7.41e-07	103	4	5	66	9.32e-07	8.39e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	4	MEME	0	0	.	.	.	7.41e-07	103	5	5	66	9.32e-07	8.39e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN770_HUMAN.H11MO.0.C	.	0	1	.	.	.	2.79e-05	29	2	30	3564	6.30e-12	5.67e-11
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN770_HUMAN.H11MO.0.C	.	0	1	.	.	.	2.79e-05	29	6	40	3564	6.20e-10	5.58e-09
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN770_HUMAN.H11MO.0.C	.	0	1	.	.	.	2.79e-05	29	7	38	3564	5.35e-09	4.82e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN770_HUMAN.H11MO.0.C	.	0	1	.	.	.	2.79e-05	29	8	53	3564	9.60e-07	8.64e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	7	MEME	0	0	.	.	.	2.09e-03	12	0	69	15204	5.07e-10	4.57e-09
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	7	MEME	0	0	.	.	.	2.09e-03	30	2	65	15204	1.14e-08	1.03e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	7	MEME	0	0	.	.	.	2.09e-03	8	2	60	15204	4.03e-07	3.63e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	7	MEME	0	0	.	.	.	2.09e-03	1	0	59	15204	7.84e-07	7.05e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	7	MEME	0	0	.	.	.	2.09e-03	30	7	99	15204	1.61e-06	1.45e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	meme.xml	7	MEME	0	0	.	.	.	2.09e-03	4	0	57	15204	2.83e-06	2.54e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	MAZ_HUMAN.H11MO.0.A	.	1	0	.	.	.	5.55e-03	1	2	57	12654	1.26e-09	1.13e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	MAZ_HUMAN.H11MO.0.A	.	1	0	.	.	.	5.55e-03	0	2	56	12654	2.98e-09	2.69e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN467_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	MAZ_HUMAN.H11MO.0.A	.	1.19e-02	1	2	38	6874	2.72e-09	2.45e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZN467_HUMAN.H11MO.0.C	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	MAZ_HUMAN.H11MO.0.A	.	1.19e-02	0	2	31	6874	2.66e-06	2.39e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	PATZ1_HUMAN.H11MO.0.C	.	0	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	MAZ_HUMAN.H11MO.0.A	.	6.90e+00	1	2	46	11921	1.57e-06	1.42e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	TBX21_HUMAN.H11MO.0.A	.	2	1	.	.	.	1.56e-02	19	0	29	4808	3.25e-09	2.92e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	TBX21_HUMAN.H11MO.0.A	.	2	1	.	.	.	1.56e-02	19	5	39	4808	3.83e-07	3.44e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	KLF8_HUMAN.H11MO.0.C	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	TBX21_HUMAN.H11MO.0.A	.	2	1	.	.	.	1.56e-02	19	8	61	4808	2.15e-06	1.94e-05
