prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	7.65e-04	16	0	7	97	1.84e-10	1.66e-09
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	7.65e-04	16	4	7	97	2.01e-08	1.81e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	7.65e-04	16	5	7	97	2.01e-08	1.81e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	7.65e-04	81	2	5	97	2.21e-07	1.99e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	7.65e-04	16	8	7	97	1.86e-06	1.68e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	2	0	.	.	.	2.77e-02	6	6	27	2216	5.70e-09	5.13e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	2	0	.	.	.	2.77e-02	6	1	18	2216	1.67e-08	1.50e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	2	0	.	.	.	2.77e-02	6	4	24	2216	2.30e-07	2.07e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	2	0	.	.	.	2.77e-02	6	8	34	2216	3.37e-06	3.03e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA6_HUMAN.H11MO.0.A	.	2	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	1.18e-01	6	6	20	1377	2.46e-08	2.22e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA6_HUMAN.H11MO.0.A	.	2	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	1.18e-01	6	1	13	1377	1.98e-07	1.78e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA6_HUMAN.H11MO.0.A	.	2	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	1.18e-01	6	8	27	1377	4.23e-07	3.81e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA3_HUMAN.H11MO.0.A	.	2	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	5.06e-01	6	4	38	4432	1.04e-07	9.36e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA3_HUMAN.H11MO.0.A	.	2	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	5.06e-01	6	1	24	4432	2.37e-07	2.13e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA3_HUMAN.H11MO.0.A	.	2	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	GATA4_HUMAN.H11MO.0.A	.	5.06e-01	6	6	35	4432	1.51e-06	1.36e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	dreme.xml	AGAWAA	DREME	0	0	dreme.xml	GATA4_HUMAN.H11MO.0.A	.	5.23e-01	6	6	25	2301	1.06e-07	9.55e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	dreme.xml	AGAWAA	DREME	0	0	dreme.xml	GATA4_HUMAN.H11MO.0.A	.	5.23e-01	6	1	16	2301	4.77e-07	4.29e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	dreme.xml	AGGAARY	DREME	0	0	.	.	.	4.01e-01	10	0	17	2237	8.19e-08	7.37e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	dreme.xml	AGGAARY	DREME	0	0	.	.	.	4.01e-01	10	5	22	2237	2.31e-06	2.08e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	meme.xml	9	MEME	0	0	.	.	.	7.06e-01	27	3	5	92	1.70e-07	1.53e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	meme.xml	9	MEME	0	0	.	.	.	7.06e-01	27	7	6	92	2.78e-07	2.50e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	meme.xml	9	MEME	0	0	.	.	.	7.06e-01	27	5	5	92	4.70e-06	4.23e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	CREB1_HUMAN.H11MO.0.A	.	2	0	.	.	.	7.86e-01	56	1	13	1362	1.63e-07	1.47e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	SRY_HUMAN.H11MO.0.B	.	1	0	.	.	.	1.05e+00	140	6	39	4757	2.17e-07	1.95e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATOH1_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	SRY_HUMAN.H11MO.0.B	.	1	0	.	.	.	1.05e+00	140	8	60	4757	1.99e-06	1.79e-05
