prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	4.64e-19	8	1	11	21	1.13e-25	1.01e-24
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	4.64e-19	8	4	11	21	2.26e-22	2.04e-21
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	4.64e-19	8	6	11	21	2.26e-22	2.04e-21
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	meme.xml	5	MEME	0	0	.	.	.	4.64e-19	8	8	11	21	4.46e-19	4.02e-18
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	OTX2_HUMAN.H11MO.0.A	.	1	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	5	MEME	6.56e-01	10	1	5	102	1.36e-07	1.22e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	OTX2_HUMAN.H11MO.0.A	.	1	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	5	MEME	6.56e-01	10	4	5	102	3.77e-06	3.39e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	OTX2_HUMAN.H11MO.0.A	.	1	1	HOCOMOCOv11_core_HUMAN_mono_meme_format	5	MEME	6.56e-01	10	6	5	102	3.77e-06	3.39e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	ZEB1_HUMAN.H11MO.0.A	.	0	0	HOCOMOCOv11_core_HUMAN_mono_meme_format	5	MEME	7.16e+00	16	1	6	282	1.50e-06	1.35e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	1.48e-03	57	2	5	28	3.50e-10	3.15e-09
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	1.48e-03	57	6	5	28	1.08e-08	9.70e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	1.48e-03	57	7	5	28	1.08e-08	9.70e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	ATF6A_HUMAN.H11MO.0.B	.	meme.xml	4	MEME	0	0	.	.	.	1.48e-03	57	8	5	28	3.19e-07	2.87e-06
