prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	meme.xml	9	MEME	0	0	.	.	.	1.26e-03	16	3	6	58	3.04e-10	2.74e-09
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	meme.xml	9	MEME	0	0	.	.	.	1.26e-03	16	5	6	58	1.78e-08	1.60e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	meme.xml	9	MEME	0	0	.	.	.	1.26e-03	16	7	6	58	1.78e-08	1.60e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	meme.xml	9	MEME	0	0	.	.	.	1.26e-03	16	8	6	58	9.47e-07	8.52e-06
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	meme.xml	4	MEME	0	0	.	.	.	5.61e-03	25	0	6	74	1.35e-09	1.22e-08
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	meme.xml	4	MEME	0	0	.	.	.	5.61e-03	25	4	6	74	7.68e-08	6.91e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	meme.xml	4	MEME	0	0	.	.	.	5.61e-03	25	5	6	74	7.68e-08	6.91e-07
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	meme.xml	4	MEME	0	0	.	.	.	5.61e-03	25	8	6	74	3.87e-06	3.49e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	meme.xml	4	MEME	0	0	.	.	.	5.61e-03	116	8	6	74	3.87e-06	3.49e-05
HOCOMOCOv11_core_HUMAN_mono_meme_format	MYCN_HUMAN.H11MO.0.A	.	HOCOMOCOv11_core_HUMAN_mono_meme_format	MAF_HUMAN.H11MO.0.A	.	2	2	HOCOMOCOv11_core_HUMAN_mono_meme_format	4	MEME	6.37e+00	20	1	14	1840	1.39e-06	1.25e-05
