DB 0 MOTIF	2	MEME
-235.0	9
-234.0	10
-233.0	8
-232.0	8
-231.0	10.1111
-230.0	9
-229.0	10
-228.0	7
-227.0	8.11111
-226.0	6.5
-225.0	5
-224.0	11
-223.0	9.11111
-222.0	8
-221.0	6
-220.0	8
-219.0	14.1111
-218.0	8
-217.0	9
-216.0	7
-215.0	9.11111
-214.0	8
-213.0	6
-212.0	8
-211.0	11.1111
-210.0	8
-209.0	5
-208.0	9
-207.0	8.11111
-206.0	13
-205.0	10.5
-204.0	12.5
-203.0	7.61111
-202.0	5
-201.0	6
-200.0	8
-199.0	6.11111
-198.0	7
-197.0	3
-196.0	4
-195.0	10
-194.0	5
-193.0	5
-192.0	11
-191.0	7
-190.0	6
-189.0	6
-188.0	11
-187.0	4
-186.0	11.5
-185.0	11
-184.0	5
-183.0	3
-182.0	8
-181.0	5
-180.0	9
-179.0	9
-178.0	8
-177.0	7
-176.0	2
-175.0	13
-174.0	5
-173.0	8
-172.0	8
-171.0	10
-170.0	13
-169.0	6
-168.0	9
-167.0	10
-166.0	9
-165.0	8
-164.0	12
-163.0	7
-162.0	3
-161.0	6.5
-160.0	4
-159.0	11
-158.0	3
-157.0	4
-156.0	7
-155.0	2
-154.0	8
-153.0	2
-152.0	5
-151.0	11
-150.0	9
-149.0	8
-148.0	8
-147.0	13
-146.0	5
-145.0	9
-144.0	8
-143.0	8
-142.0	10
-141.0	6
-140.0	4.5
-139.0	9
-138.0	10
-137.0	10
-136.0	10
-135.0	9
-134.0	8
-133.0	11
-132.0	12
-131.0	6
-130.0	3
-129.0	13
-128.0	8.5
-127.0	6
-126.0	6
-125.0	14
-124.0	6
-123.0	6
-122.0	5
-121.0	9
-120.0	7
-119.0	7
-118.0	3
-117.0	7
-116.0	5
-115.0	7
-114.0	7
-113.0	6
-112.0	4
-111.0	3
-110.0	6
-109.0	9
-108.0	10
-107.0	12
-106.0	9
-105.0	13
-104.0	12
-103.0	11
-102.0	7
-101.0	6
-100.0	11
 -99.0	9
 -98.0	12
 -97.0	11
 -96.0	10
 -95.0	4
 -94.0	11
 -93.0	14
 -92.0	5
 -91.0	8
 -90.0	8
 -89.0	8
 -88.0	17
 -87.0	8.5
 -86.0	11
 -85.0	16
 -84.0	4
 -83.0	9
 -82.0	9
 -81.0	7
 -80.0	10
 -79.0	13
 -78.0	13
 -77.0	6
 -76.0	7
 -75.0	6
 -74.0	6
 -73.0	10
 -72.0	9
 -71.0	9
 -70.0	5
 -69.0	15
 -68.0	9
 -67.0	9
 -66.0	14
 -65.0	5
 -64.0	4
 -63.0	12
 -62.0	11
 -61.0	6
 -60.0	13
 -59.0	10
 -58.0	10
 -57.0	10
 -56.0	7
 -55.0	15
 -54.0	9
 -53.0	6
 -52.0	10
 -51.0	9
 -50.0	9
 -49.0	6
 -48.0	9.5
 -47.0	11
 -46.0	10
 -45.0	6
 -44.0	9
 -43.0	13
 -42.0	5
 -41.0	7
 -40.0	8
 -39.0	8
 -38.0	8
 -37.0	10
 -36.0	6
 -35.0	15
 -34.0	10
 -33.0	8
 -32.0	6
 -31.0	7
 -30.0	13
 -29.0	16
 -28.0	10
 -27.0	8
 -26.0	8
 -25.0	8
 -24.0	6
 -23.0	13
 -22.0	11
 -21.0	9
 -20.0	13
 -19.0	11
 -18.0	7
 -17.0	12
 -16.0	10
 -15.0	6
 -14.0	11.5
 -13.0	10
 -12.0	15
 -11.0	9
 -10.0	8
  -9.0	11
  -8.0	14
  -7.0	7.5
  -6.0	6
  -5.0	13
  -4.0	9
  -3.0	8
  -2.0	6
  -1.0	14
   0.0	6
   1.0	13
   2.0	13
   3.0	13
   4.0	10
   5.0	11
   6.0	4
   7.0	11
   8.0	15
   9.0	11
  10.0	7
  11.0	13
  12.0	8
  13.0	10
  14.0	7
  15.0	10.5
  16.0	9
  17.0	7
  18.0	10
  19.0	9
  20.0	11
  21.0	10
  22.0	12
  23.0	8.5
  24.0	10
  25.0	11
  26.0	10
  27.0	10
  28.0	9
  29.0	5
  30.0	12
  31.0	15
  32.0	10
  33.0	7
  34.0	10
  35.0	5
  36.0	6
  37.0	12
  38.0	12.5
  39.0	11.5
  40.0	5
  41.0	4
  42.0	6
  43.0	14.5
  44.0	6
  45.0	14
  46.0	6
  47.0	9
  48.0	8
  49.0	11.5
  50.0	14
  51.0	9
  52.0	10
  53.0	13
  54.0	11
  55.0	15
  56.0	7
  57.0	11
  58.0	10
  59.0	10
  60.0	7
  61.0	8
  62.0	8.5
  63.0	8
  64.0	10
  65.0	10
  66.0	8
  67.0	7
  68.0	4
  69.0	8
  70.0	9
  71.0	5
  72.0	8
  73.0	2
  74.0	9
  75.0	9
  76.0	8
  77.0	8
  78.0	7
  79.0	7
  80.0	14
  81.0	11
  82.0	5
  83.0	8
  84.0	8
  85.0	13
  86.0	6
  87.0	8
  88.0	11
  89.0	7
  90.0	11
  91.0	7
  92.0	5
  93.0	7
  94.0	6
  95.0	11
  96.0	11
  97.0	5
  98.0	4
  99.0	5
 100.0	6
 101.0	8
 102.0	10
 103.0	9
 104.0	13
 105.0	2
 106.0	7
 107.0	9
 108.0	5
 109.0	8
 110.0	7
 111.0	7
 112.0	8
 113.0	6
 114.0	6
 115.0	7
 116.0	5
 117.0	7
 118.0	8
 119.0	8
 120.0	5
 121.0	4
 122.0	8
 123.0	6
 124.0	12
 125.0	8
 126.0	8
 127.0	8
 128.0	4
 129.0	7
 130.0	5
 131.0	4
 132.0	9
 133.0	10
 134.0	11
 135.0	8
 136.0	7
 137.0	10
 138.0	8
 139.0	8.5
 140.0	13
 141.0	6
 142.0	6.5
 143.0	7
 144.0	6
 145.0	9
 146.0	9
 147.0	4
 148.0	6
 149.0	5
 150.0	6
 151.0	5
 152.0	5
 153.0	10
 154.0	5
 155.0	8.5
 156.0	2
 157.0	9
 158.0	11
 159.0	6
 160.0	8
 161.0	5
 162.0	6
 163.0	5
 164.0	6
 165.0	5
 166.0	10
 167.0	8
 168.0	7
 169.0	4
 170.0	8
 171.0	12
 172.0	6
 173.0	8
 174.0	8
 175.0	10
 176.0	7
 177.0	3.5
 178.0	10
 179.0	11
 180.0	11
 181.0	5
 182.0	6
 183.0	7
 184.0	9
 185.0	6
 186.0	11
 187.0	7
 188.0	7
 189.0	7
 190.0	10
 191.0	8
 192.0	9
 193.0	12
 194.0	5
 195.0	10
 196.0	6
 197.0	7
 198.0	8
 199.0	6
 200.0	9
 201.0	7.5
 202.0	10
 203.0	9.5
 204.0	7
 205.0	8
 206.0	10
 207.0	7
 208.0	6
 209.0	8
 210.0	10
 211.0	11
 212.0	3
 213.0	4
 214.0	7
 215.0	11
 216.0	8
 217.0	5
 218.0	7
 219.0	12
 220.0	6
 221.0	11
 222.0	9
 223.0	11
 224.0	11
 225.0	6
 226.0	9.5
 227.0	3
 228.0	10
 229.0	10
 230.0	12
 231.0	8
 232.0	9
 233.0	10
 234.0	10
 235.0	2
DB 0 MOTIF	3	MEME
-246.0	4
-245.0	3
-244.0	9
-243.0	6.5
-242.0	5
-241.0	11
-240.0	9
-239.0	6
-238.0	4
-237.0	10
-236.0	9
-235.0	13
-234.0	4
-233.0	3.5
-232.0	6
-231.0	1.5
-230.0	6
-229.0	4
-228.0	6.83333
-227.0	8.33333
-226.0	4
-225.0	5
-224.0	1
-223.0	5
-222.0	3
-221.0	4
-220.0	4
-219.0	3
-218.0	7.5
-217.0	4
-216.0	9
-215.0	7.33333
-214.0	3.5
-213.0	7.5
-212.0	6
-211.0	5
-210.0	5
-209.0	6.5
-208.0	6.5
-207.0	12.5
-206.0	6
-205.0	2
-204.0	6.5
-203.0	3.5
-202.0	4
-201.0	4
-200.0	7.5
-199.0	7
-198.0	6
-197.0	3
-196.0	3
-195.0	3
-194.0	5.5
-193.0	5.83333
-192.0	3
-191.0	5
-190.0	5.5
-189.0	4.66667
-188.0	5.5
-187.0	8
-186.0	2.5
-185.0	5.5
-184.0	3.5
-183.0	12
-182.0	7.83333
-181.0	4
-180.0	2
-179.0	3.5
-178.0	7.5
-177.0	5
-176.0	8.5
-175.0	11
-174.0	5
-173.0	7.5
-172.0	4.5
-171.0	6.5
-170.0	3.5
-169.0	6
-168.0	6.5
-167.0	7.5
-166.0	6.5
-165.0	4
-164.0	4
-163.0	2
-162.0	9
-161.0	4
-160.0	3.5
-159.0	6
-158.0	3
-157.0	9.5
-156.0	5
-155.0	4
-154.0	4
-153.0	3
-152.0	6
-151.0	3
-150.0	3.33333
-149.0	5
-148.0	7
-147.0	7
-146.0	4
-145.0	3
-144.0	8
-143.0	5
-142.0	11
-141.0	10
-140.0	10
-139.0	5
-138.0	5
-137.0	3
-136.0	6
-135.0	3
-134.0	7.5
-133.0	4
-132.0	4
-131.0	5.5
-130.0	7.5
-129.0	7.5
-128.0	10
-127.0	6.5
-126.0	6.5
-125.0	3
-124.0	3
-123.0	6.5
-122.0	5.83333
-121.0	6.5
-120.0	7.5
-119.0	6
-118.0	5
-117.0	11
-116.0	7.5
-115.0	4.5
-114.0	7.5
