chr2	9939971	9939992	9-1-chr2	96	+	1	chr2	9939704	9940204	RE	peak_40924	0	IAH1	18.0624834941348	0.000681063367110329	indirect
chr2	27906560	27906581	9-1-chr2	93.7	-	1	chr2	27906292	27906792	RE	peak_44298	0	MPV17	17.9470477297523	0.000718552704989619	direct
chr8	96902961	96902982	9-1-chr8	90	+	1	chr8	96902699	96903199	RE	peak_236821	0	UQCRB	10.8003297213436	0.0186257269445688	direct
chr4	39471220	39471241	9-1-chr4	88.5	+	1	chr4	39470983	39471483	RE	peak_118651	0	RPL9	9.81509153856403	0.0287763421026374	indirect
chr4	39471220	39471241	9-1-chr4	88.5	+	1	chr4	39470983	39471483	RE	peak_118651	0	RPL9	15.9251294316223	0.00182914471755706	indirect
chr10	101605742	101605763	9-1-chr10	87.1	+	1	chr10	101605634	101606134	RE	peak_279674	0	BLOC1S2	11.2262757081821	0.0154112887416462	direct
chr10	101605742	101605763	9-1-chr10	87.1	+	1	chr10	101605634	101606134	RE	peak_279674	0	BLOC1S2	11.2262757081821	0.0154112887416462	direct
chr1	46035905	46035926	9-1-chr1	83.6	-	1	chr1	46035655	46036155	RE	peak_8929	0	PRDX1	9.2829961925358	0.0363221956897275	indirect
chr1	46035905	46035926	9-1-chr1	83.6	-	1	chr1	46035655	46036155	RE	peak_8929	0	AKR1A1	15.4446189468439	0.00228102046850992	indirect
chr4	122173557	122173578	9-1-chr4	83.6	-	1	chr4	122173306	122173806	RE	peak_130543	0	ANXA5	11.1887815999038	0.0156709254329216	indirect
chr13	49875460	49875481	9-1-chr13	82.4	+	1	chr13	49875249	49875749	RE	peak_335677	0	EBPL	19.3572372609835	0.000372812951429836	indirect
chr4	90579259	90579280	9-1-chr4	82.4	+	1	chr4	90579016	90579516	RE	peak_126055	0	SNCA	14.1094018466829	0.0042001618901579	direct
chr12	50156962	50156983	9-1-chr12	81.3	+	1	chr12	50156639	50157139	RE	peak_315877	0	TROAP	10.7218005917025	0.0192860885150865	direct
chr12	120763423	120763444	9-1-chr12	81.2	+	1	chr12	120763210	120763710	RE	peak_327645	0	COX6A1	24.6345757859112	3.12024670495248e-05	indirect
chr12	120763423	120763444	9-1-chr12	81.2	+	1	chr12	120763210	120763710	RE	peak_327645	0	SRSF9	8.66235754983017	0.0475598689184616	direct
chr2	202101266	202101287	9-1-chr2	81.1	+	1	chr2	202101090	202101590	RE	peak_71883	0	NDUFB3	8.70648606556717	0.0466606738998732	direct
chr1	160261277	160261298	9-1-chr1	80.7	-	1	chr1	160261025	160261525	RE	peak_23447	0	CD48	12.8651378136963	0.00738587896709895	direct
chr8	97192505	97192526	9-1-chr8	79.9	-	1	chr8	97192288	97192788	RE	peak_236859	0	UQCRB	16.1828373619653	0.00162454395701087	direct
chr7	40087407	40087428	9-1-chr7	79.8	+	1	chr7	40087172	40087672	RE	peak_204340	0	MPLKIP	9.85004938744213	0.028337916864361	indirect
chr7	11467477	11467498	9-1-chr7	79.4	+	1	chr7	11467298	11467798	RE	peak_199173	0	NDUFA4	16.8020829643816	0.00122092371115693	direct
chr10	121205027	121205048	9-1-chr10	79.3	-	1	chr10	121204859	121205359	RE	peak_283067	0	RGS10	8.58542071792284	0.0491677517646944	direct
chr3	50580045	50580066	9-1-chr3	78.2	-	1	chr3	50579757	50580257	RE	peak_89398	0	GNAI2	10.4213960840061	0.0220299447212564	indirect
chr20	44616086	44616107	9-1-chr20	77.7	+	1	chr20	44615883	44616383	RE	peak_424344	0	UBE2C	9.45808508392718	0.0336486209788436	indirect
chr2	70139285	70139306	9-1-chr2	77.5	+	1	chr2	70139017	70139517	RE	peak_51643	0	NFU1	8.8806704525254	0.0432690893919437	direct
chr2	85512762	85512783	9-1-chr2	77.4	-	1	chr2	85512520	85513020	RE	peak_53479	0	TMSB10	13.3445853674741	0.00594547612272424	direct
chr2	60901871	60901892	9-1-chr2	77.1	-	1	chr2	60901619	60902119	RE	peak_49888	0	BCL11A	12.0785914926755	0.0105255806210654	indirect
chr8	97340389	97340410	9-1-chr8	77	-	1	chr8	97340117	97340617	RE	peak_236899	0	UQCRB	15.4229906673177	0.00230377147508142	direct
chr12	56520120	56520141	9-1-chr12	76.8	+	1	chr12	56519865	56520365	RE	peak_317433	0	MYL6	17.2400707701933	0.000997120130195293	direct
chr6	32836144	32836165	9-1-chr6	76.6	-	1	chr6	32835885	32836385	RE	peak_174160	0	RPS18	11.3780822548562	0.0144024472285215	indirect
chr4	57702991	57703012	9-1-chr4	76.5	-	1	chr4	57702731	57703231	RE	peak_121147	0	HOPX	13.8460833413671	0.00473488994161989	direct
chr4	57702991	57703012	9-1-chr4	76.5	-	1	chr4	57702731	57703231	RE	peak_121147	0	HOPX	13.8460833413671	0.00473488994161989	direct
chr4	57702991	57703012	9-1-chr4	76.5	-	1	chr4	57702731	57703231	RE	peak_121147	0	SPINK2	19.1276996760137	0.000414928463761256	direct
chr12	120794495	120794516	9-1-chr12	76.4	+	1	chr12	120794359	120794859	RE	peak_327650	0	COX6A1	24.6036666244849	3.16621114822277e-05	indirect
chr12	120794495	120794516	9-1-chr12	76.4	+	1	chr12	120794359	120794859	RE	peak_327650	0	SRSF9	10.8417935492668	0.0182860209702328	indirect
chr12	120794495	120794516	9-1-chr12	76.4	+	1	chr12	120794359	120794859	RE	peak_327650	0	SRSF9	8.64605959080274	0.0478961805678652	direct
chr1	224701583	224701604	9-1-chr1	76.3	+	1	chr1	224701342	224701842	RE	peak_34566	0	DEGS1	10.5521157303535	0.0207920629733771	indirect
chr4	57826575	57826596	9-1-chr4	76.2	-	1	chr4	57826399	57826899	RE	peak_121182	0	HOPX	10.9634541049018	0.0173238632411079	indirect
chr4	57826575	57826596	9-1-chr4	76.2	-	1	chr4	57826399	57826899	RE	peak_121182	0	SPINK2	12.9450198781971	0.00712404781499865	direct
chr6	108169603	108169624	9-1-chr6	75.9	-	1	chr6	108169362	108169862	RE	peak_184216	0	SNX3	10.1051831464922	0.0253292720034061	indirect
chr8	21995047	21995068	9-1-chr8	75.7	-	1	chr8	21994710	21995210	RE	peak_225912	0	PDLIM2	10.5815265109437	0.0205230541449989	indirect
chr12	49491955	49491976	9-1-chr12	75.7	-	1	chr12	49491768	49492268	RE	peak_315692	0	TROAP	10.9291714680412	0.0175898621406992	indirect
chr9	75207843	75207864	9-1-chr9	75.7	-	1	chr9	75207740	75208240	RE	peak_252686	0	ALDH1A1	21.9946865951768	0.000108389453106645	direct
chr5	130753143	130753164	9-1-chr5	75.5	-	1	chr5	130752878	130753378	RE	peak_157752	0	HINT1	18.0144948557925	0.000696406772597976	direct
chr2	38763396	38763417	9-1-chr2	74.9	+	1	chr2	38763062	38763562	RE	peak_46211	0	CYP1B1	10.7047025222339	0.0194328727260597	indirect
chr22	42833656	42833677	9-1-chr22	74.7	-	1	chr22	42833427	42833927	RE	peak_437724	0	SMDT1	10.0724561417428	0.0256970597650711	direct
chr14	74578467	74578488	9-1-chr14	74.6	+	1	chr14	74578224	74578724	RE	peak_352280	0	ELMSAN1	11.6689498658653	0.012646982147095	indirect
chr2	38808868	38808889	9-1-chr2	74.3	+	1	chr2	38808636	38809136	RE	peak_46226	0	CYP1B1	11.1267740842545	0.0161097369710652	indirect
chr6	33553584	33553605	9-1-chr6	74.1	+	1	chr6	33553354	33553854	RE	peak_174361	0	RPS18	9.00752925686	0.0409503411586776	indirect
chr6	33553584	33553605	9-1-chr6	74.1	+	1	chr6	33553354	33553854	RE	peak_174361	0	RPS18	16.4174014229502	0.00145809781698482	indirect
chr9	75799016	75799037	9-1-chr9	74	-	1	chr9	75798837	75799337	RE	peak_252846	0	ALDH1A1	16.5859794368124	0.00134901450929138	indirect
chr3	50159151	50159172	9-1-chr3	73.8	+	1	chr3	50158918	50159418	RE	peak_89185	0	GNAI2	12.3894140964644	0.00915298032149434	direct
chr3	28517870	28517891	9-1-chr3	73.6	+	1	chr3	28517715	28518215	RE	peak_84693	0	CMC1	21.898443917025	0.000113406064637849	indirect
chr3	169581381	169581402	9-1-chr3	73.5	+	1	chr3	169581124	169581624	RE	peak_107543	0	MECOM	13.8226379420961	0.00478563550295581	indirect
chr9	100797180	100797201	9-1-chr9	73.5	-	1	chr9	100796903	100797403	RE	peak_256672	0	HEMGN	14.6194918347342	0.00332822410276723	indirect
chr12	56131153	56131174	9-1-chr12	73.2	-	1	chr12	56130922	56131422	RE	peak_317340	0	MYL6	13.638037916173	0.00520436880735127	indirect
chr20	53266159	53266180	9-1-chr20	72.9	+	1	chr20	53265923	53266423	RE	peak_425883	0	PFDN4	10.9672328935014	0.0172947854782887	direct
chr2	192083204	192083225	9-1-chr2	72.8	+	1	chr2	192082995	192083495	RE	peak_70083	0	STAT1	18.4647303435763	0.00056495912353423	indirect
chr22	42093272	42093293	9-1-chr22	72.8	+	1	chr22	42093128	42093628	RE	peak_437537	0	SMDT1	10.7611084809735	0.0189527328556189	direct
chr2	192083204	192083225	9-1-chr2	72.8	+	1	chr2	192082995	192083495	RE	peak_70083	0	GLS	10.1657513024343	0.024662087487132	direct
chr2	202097136	202097157	9-1-chr2	72.6	-	1	chr2	202096862	202097362	RE	peak_71880	0	NDUFB3	12.0826640116779	0.0105063518377143	direct
chr2	202725451	202725472	9-1-chr2	72.5	+	1	chr2	202725285	202725785	RE	peak_72006	0	SUMO1	9.73494166227266	0.0298065998572482	indirect
chr11	14271069	14271090	9-1-chr11	72.4	-	1	chr11	14270732	14271232	RE	peak_288774	0	PSMA1	15.0912231348845	0.00268222235992631	direct
chr12	25144588	25144609	9-1-chr12	72.4	+	1	chr12	25144363	25144863	RE	peak_312423	0	KRAS	13.5757743302463	0.00535359071845027	direct
